tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
10021,SpotifyCares,False,Wed Nov 01 10:49:00 +0000 2017,"@user_spot_11_170 Hello! Premium features stay active until the end of your prepaid billing period, with no further charges after that. -Ryan",,10020
10022,user_spot_12_851,True,Wed Nov 01 10:56:00 +0000 2017,@SpotifyCares I updated my credit card details but my account is still showing payment past due and downgraded to Free.,10023,
10023,SpotifyCares,False,Wed Nov 01 11:20:00 +0000 2017,@user_spot_12_851 Hey! We'd be glad to look into this charge. Send us a DM with your account email and we'll sort out the refund: https://spoti.fi/dm -Alex,,10022
10024,user_spot_13_663,True,Wed Nov 01 11:07:00 +0000 2017,@SpotifyCares Payment failed when renewing with Visa debit card. Bank says transaction was blocked by merchant.,10025,
10025,SpotifyCares,False,Wed Nov 01 11:22:00 +0000 2017,"@user_spot_13_663 Hello! Premium features stay active until the end of your prepaid billing period, with no further charges after that. -Elena",,10024
10026,user_spot_14_690,True,Wed Nov 01 11:26:00 +0000 2017,@SpotifyCares Why was my premium subscription charged in BRL instead of my local currency?,10027,
10027,SpotifyCares,False,Wed Nov 01 11:51:00 +0000 2017,@user_spot_14_690 Hey! We sent email notifications regarding updated pricing tiers in your region. DM us your username if you didn't receive it! -Sarah,,10026
10028,user_spot_15_330,True,Wed Nov 01 11:40:00 +0000 2017,@SpotifyCares I was charged twice for my Spotify Family plan this month ($14.99 x 2). Can I get a refund for the duplicate transaction?,10029,
10029,SpotifyCares,False,Wed Nov 01 11:48:00 +0000 2017,@user_spot_15_330 Hello! We'd be happy to investigate this. Send us a private DM with your registered email and we'll check your billing status: https://spoti.fi/dm -Kevin,,10028
10030,user_spot_16_810,True,Wed Nov 01 11:51:00 +0000 2017,@SpotifyCares Auto-renew was turned off on my account yet I was still charged $14.99 yesterday morning. Please reverse.,10031,
10031,SpotifyCares,False,Wed Nov 01 12:04:00 +0000 2017,"@user_spot_16_810 Hey! Please verify international transactions are enabled on your card, or try PayPal as a secondary billing method. -Daniel",,10030
10032,user_spot_17_295,True,Wed Nov 01 12:07:00 +0000 2017,@SpotifyCares Billed twice on Google Play billing and direct debit subscriptions simultaneously for the same account.,10033,
10033,SpotifyCares,False,Wed Nov 01 12:27:00 +0000 2017,@user_spot_17_295 Hi there! You can download VAT invoices directly from your Receipts page at spotify.com/account/receipts. -Daniel,,10032
10034,user_spot_18_972,True,Wed Nov 01 12:22:00 +0000 2017,@SpotifyCares Why was my premium subscription charged in BRL instead of my local currency?,10035,
10035,SpotifyCares,False,Wed Nov 01 12:43:00 +0000 2017,@user_spot_18_972 Hello! We'd be happy to investigate this. Send us a private DM with your registered email and we'll check your billing status: https://spoti.fi/dm -Emma,,10034
10036,user_spot_19_406,True,Wed Nov 01 12:36:00 +0000 2017,@SpotifyCares Can I get an official PDF invoice for business accounting and corporate expense filing?,10037,
10037,SpotifyCares,False,Wed Nov 01 12:53:00 +0000 2017,@user_spot_19_406 Hello! Refunds typically take 3-5 business days depending on your bank. Send us a DM with your reference ID to check. -Zoe,,10036
10038,user_spot_20_864,True,Wed Nov 01 12:45:00 +0000 2017,@SpotifyCares Why was my premium subscription charged in AUD instead of my local currency?,10039,
10039,SpotifyCares,False,Wed Nov 01 12:52:00 +0000 2017,"@user_spot_20_864 Hey! Please verify international transactions are enabled on your card, or try PayPal as a secondary billing method. -Liam",,10038
10040,user_spot_21_133,True,Wed Nov 01 12:59:00 +0000 2017,@SpotifyCares My subscription price jumped from $9.99 to $17.99 without advance notification on my billing statement.,10041,
10041,SpotifyCares,False,Wed Nov 01 13:09:00 +0000 2017,"@user_spot_21_133 Hi! Head to your Account overview at spotify.com/account, find 'Your plan', and click 'Update' next to payment details. -Liam",,10040
10042,user_spot_22_216,True,Wed Nov 01 13:09:00 +0000 2017,@SpotifyCares My subscription price jumped from $12.99 to $10.99 without advance notification on my billing statement.,10043,
10043,SpotifyCares,False,Wed Nov 01 13:28:00 +0000 2017,@user_spot_22_216 Hey! We sent email notifications regarding updated pricing tiers in your region. DM us your username if you didn't receive it! -Kevin,,10042
10044,user_spot_23_585,True,Wed Nov 01 13:23:00 +0000 2017,@SpotifyCares My subscription price jumped from $12.99 to $14.99 without advance notification on my billing statement.,10045,
10045,SpotifyCares,False,Wed Nov 01 13:29:00 +0000 2017,@user_spot_23_585 Hello! Refunds typically take 3-5 business days depending on your bank. Send us a DM with your reference ID to check. -Ryan,,10044
10046,user_spot_24_748,True,Wed Nov 01 13:36:00 +0000 2017,@SpotifyCares Can I pay for a 12-month annual Spotify subscription upfront to get a discounted rate?,10047,
10047,SpotifyCares,False,Wed Nov 01 13:42:00 +0000 2017,"@user_spot_24_748 Hi! Head to your Account overview at spotify.com/account, find 'Your plan', and click 'Update' next to payment details. -Elena",,10046
10048,user_spot_25_864,True,Wed Nov 01 13:56:00 +0000 2017,@SpotifyCares Why was my premium subscription charged in BRL instead of my local currency?,10049,
10049,SpotifyCares,False,Wed Nov 01 14:05:00 +0000 2017,@user_spot_25_864 Hi! Make sure your account region matches the country where the gift card was purchased. DM us the card receipt for help! -Chloe,,10048
10050,user_spot_26_362,True,Wed Nov 01 14:07:00 +0000 2017,@SpotifyCares Cancelled my subscription last week but still got billed $16.99 today. Please check invoice #INV-6519.,10051,
10051,SpotifyCares,False,Wed Nov 01 14:16:00 +0000 2017,@user_spot_26_362 Hi there! You can download VAT invoices directly from your Receipts page at spotify.com/account/receipts. -Alex,,10050
10052,user_spot_27_353,True,Wed Nov 01 14:25:00 +0000 2017,"@SpotifyCares If I downgrade from Premium to Free tier mid-cycle, do I get a prorated refund credit for unused days?",10053,
10053,SpotifyCares,False,Wed Nov 01 14:43:00 +0000 2017,@user_spot_27_353 Hello! We'd be happy to investigate this. Send us a private DM with your registered email and we'll check your billing status: https://spoti.fi/dm -Carlos,,10052
10054,user_spot_28_619,True,Wed Nov 01 14:40:00 +0000 2017,@SpotifyCares Tried to redeem a $50 Spotify gift card code but it gives error 'Card code already used or invalid'.,10055,
10055,SpotifyCares,False,Wed Nov 01 15:00:00 +0000 2017,@user_spot_28_619 Hi! Make sure your account region matches the country where the gift card was purchased. DM us the card receipt for help! -Sarah,,10054
10056,user_spot_29_193,True,Wed Nov 01 14:49:00 +0000 2017,@SpotifyCares I was charged twice for my Spotify Family plan this month ($12.99 x 2). Can I get a refund for the duplicate transaction?,10057,
10057,SpotifyCares,False,Wed Nov 01 15:07:00 +0000 2017,@user_spot_29_193 Hey! Send us a DM with both transaction IDs so we can cancel the redundant third-party billing and process a refund. -Daniel,,10056
10058,user_spot_30_729,True,Wed Nov 01 15:05:00 +0000 2017,@SpotifyCares Auto-renew was turned off on my account yet I was still charged $9.99 yesterday morning. Please reverse.,10059,
10059,SpotifyCares,False,Wed Nov 01 15:16:00 +0000 2017,@user_spot_30_729 Hello! Refunds typically take 3-5 business days depending on your bank. Send us a DM with your reference ID to check. -Carlos,,10058
10060,user_spot_31_871,True,Wed Nov 01 15:24:00 +0000 2017,"@SpotifyCares If I downgrade from Premium to Free tier mid-cycle, do I get a prorated refund credit for unused days?",10061,
10061,SpotifyCares,False,Wed Nov 01 15:34:00 +0000 2017,@user_spot_31_871 Hi there! You can download VAT invoices directly from your Receipts page at spotify.com/account/receipts. -Carlos,,10060
10062,user_spot_32_794,True,Wed Nov 01 15:35:00 +0000 2017,@SpotifyCares Payment failed when renewing with Chase Sapphire card. Bank says transaction was blocked by merchant.,10063,
10063,SpotifyCares,False,Wed Nov 01 15:40:00 +0000 2017,@user_spot_32_794 Hello! Refunds typically take 3-5 business days depending on your bank. Send us a DM with your reference ID to check. -Zoe,,10062
10064,user_spot_33_826,True,Wed Nov 01 15:52:00 +0000 2017,@SpotifyCares Cancelled my subscription last week but still got billed $16.99 today. Please check invoice #INV-3304.,10065,
10065,SpotifyCares,False,Wed Nov 01 16:01:00 +0000 2017,"@user_spot_33_826 Hi! Head to your Account overview at spotify.com/account, find 'Your plan', and click 'Update' next to payment details. -Elena",,10064
10066,user_spot_34_646,True,Wed Nov 01 15:57:00 +0000 2017,@SpotifyCares I updated my credit card details but my account is still showing payment past due and downgraded to Free.,10067,
10067,SpotifyCares,False,Wed Nov 01 16:17:00 +0000 2017,@user_spot_34_646 Hello! Refunds typically take 3-5 business days depending on your bank. Send us a DM with your reference ID to check. -Zoe,,10066
10068,user_spot_35_199,True,Wed Nov 01 16:10:00 +0000 2017,@SpotifyCares Billed twice on Mastercard and Credit Card subscriptions simultaneously for the same account.,10069,
10069,SpotifyCares,False,Wed Nov 01 16:23:00 +0000 2017,@user_spot_35_199 Hello! We'd be happy to investigate this. Send us a private DM with your registered email and we'll check your billing status: https://spoti.fi/dm -Alex,,10068
10070,user_spot_36_796,True,Wed Nov 01 16:33:00 +0000 2017,@SpotifyCares Can I get an official PDF invoice for business accounting and corporate expense filing?,10071,
10071,SpotifyCares,False,Wed Nov 01 16:40:00 +0000 2017,"@user_spot_36_796 Hello! Premium features stay active until the end of your prepaid billing period, with no further charges after that. -Zoe",,10070
10072,user_spot_37_348,True,Wed Nov 01 16:38:00 +0000 2017,@SpotifyCares Cancelled my subscription last week but still got billed £9.99 today. Please check invoice #INV-8832.,10073,
10073,SpotifyCares,False,Wed Nov 01 17:00:00 +0000 2017,"@user_spot_37_348 Hi! Head to your Account overview at spotify.com/account, find 'Your plan', and click 'Update' next to payment details. -Ryan",,10072
10074,user_spot_38_180,True,Wed Nov 01 16:57:00 +0000 2017,@SpotifyCares Why was my premium subscription charged in BRL instead of my local currency?,10075,
10075,SpotifyCares,False,Wed Nov 01 17:15:00 +0000 2017,"@user_spot_38_180 Hi! Head to your Account overview at spotify.com/account, find 'Your plan', and click 'Update' next to payment details. -Elena",,10074
10076,user_spot_39_391,True,Wed Nov 01 17:13:00 +0000 2017,@SpotifyCares Billed twice on Mastercard and direct debit subscriptions simultaneously for the same account.,10077,
10077,SpotifyCares,False,Wed Nov 01 17:37:00 +0000 2017,"@user_spot_39_391 Hey! Please verify international transactions are enabled on your card, or try PayPal as a secondary billing method. -Emma",,10076
10078,user_spot_40_220,True,Wed Nov 01 17:30:00 +0000 2017,@SpotifyCares Tried to redeem a $60 Spotify gift card code but it gives error 'Card code already used or invalid'.,10079,
10079,SpotifyCares,False,Wed Nov 01 17:43:00 +0000 2017,@user_spot_40_220 Hi! Make sure your account region matches the country where the gift card was purchased. DM us the card receipt for help! -Elena,,10078
10080,user_spot_41_936,True,Wed Nov 01 17:34:00 +0000 2017,@SpotifyCares I requested a refund 7 days ago for an accidental renewal charge. Where is my credit refund?,10081,
10081,SpotifyCares,False,Wed Nov 01 17:44:00 +0000 2017,"@user_spot_41_936 Hello! Premium features stay active until the end of your prepaid billing period, with no further charges after that. -Liam",,10080
10082,user_spot_42_708,True,Wed Nov 01 17:48:00 +0000 2017,"@SpotifyCares If I downgrade from Premium to Free tier mid-cycle, do I get a prorated refund credit for unused days?",10083,
10083,SpotifyCares,False,Wed Nov 01 18:06:00 +0000 2017,"@user_spot_42_708 Hi! Head to your Account overview at spotify.com/account, find 'Your plan', and click 'Update' next to payment details. -Sarah",,10082
10084,user_spot_43_522,True,Wed Nov 01 18:08:00 +0000 2017,"@SpotifyCares If I downgrade from Premium to Free tier mid-cycle, do I get a prorated refund credit for unused days?",10085,
10085,SpotifyCares,False,Wed Nov 01 18:29:00 +0000 2017,@user_spot_43_522 Hey! Send us a DM with both transaction IDs so we can cancel the redundant third-party billing and process a refund. -Kevin,,10084
10086,user_spot_44_580,True,Wed Nov 01 18:21:00 +0000 2017,@SpotifyCares Tried to redeem a $25 Spotify gift card code but it gives error 'Card code already used or invalid'.,10087,
10087,SpotifyCares,False,Wed Nov 01 18:31:00 +0000 2017,@user_spot_44_580 Hello! We'd be happy to investigate this. Send us a private DM with your registered email and we'll check your billing status: https://spoti.fi/dm -Elena,,10086
10088,user_spot_45_599,True,Wed Nov 01 18:30:00 +0000 2017,@SpotifyCares I requested a refund 14 days ago for an accidental renewal charge. Where is my credit refund?,10089,
10089,SpotifyCares,False,Wed Nov 01 18:34:00 +0000 2017,@user_spot_45_599 Hello! Refunds typically take 3-5 business days depending on your bank. Send us a DM with your reference ID to check. -Ryan,,10088
10090,user_spot_46_176,True,Wed Nov 01 18:54:00 +0000 2017,@SpotifyCares Tried to redeem a $60 Spotify gift card code but it gives error 'Card code already used or invalid'.,10091,
10091,SpotifyCares,False,Wed Nov 01 19:06:00 +0000 2017,@user_spot_46_176 Hi! Make sure your account region matches the country where the gift card was purchased. DM us the card receipt for help! -Carlos,,10090
10092,user_spot_47_209,True,Wed Nov 01 18:59:00 +0000 2017,@SpotifyCares Auto-renew was turned off on my account yet I was still charged $9.99 yesterday morning. Please reverse.,10093,
10093,SpotifyCares,False,Wed Nov 01 19:03:00 +0000 2017,@user_spot_47_209 Hi! Make sure your account region matches the country where the gift card was purchased. DM us the card receipt for help! -Emma,,10092
10094,user_spot_48_238,True,Wed Nov 01 19:16:00 +0000 2017,@SpotifyCares Payment failed when renewing with Chase Sapphire card. Bank says transaction was blocked by merchant.,10095,
10095,SpotifyCares,False,Wed Nov 01 19:20:00 +0000 2017,@user_spot_48_238 Hey! We sent email notifications regarding updated pricing tiers in your region. DM us your username if you didn't receive it! -Sarah,,10094
10096,user_spot_49_137,True,Wed Nov 01 19:31:00 +0000 2017,@SpotifyCares Can I get an official PDF invoice for business accounting and corporate expense filing?,10097,
10097,SpotifyCares,False,Wed Nov 01 19:52:00 +0000 2017,@user_spot_49_137 Hello! Refunds typically take 3-5 business days depending on your bank. Send us a DM with your reference ID to check. -Kevin,,10096
10098,user_spot_50_145,True,Wed Nov 01 19:41:00 +0000 2017,"@SpotifyCares If I downgrade from Premium to Free tier mid-cycle, do I get a prorated refund credit for unused days?",10099,
10099,SpotifyCares,False,Wed Nov 01 19:45:00 +0000 2017,@user_spot_50_145 Hey! Send us a DM with both transaction IDs so we can cancel the redundant third-party billing and process a refund. -Liam,,10098
10100,user_spot_51_732,True,Wed Nov 01 19:56:00 +0000 2017,@SpotifyCares Can I pay for a 12-month annual Spotify subscription upfront to get a discounted rate?,10101,
10101,SpotifyCares,False,Wed Nov 01 20:21:00 +0000 2017,@user_spot_51_732 Hello! Refunds typically take 3-5 business days depending on your bank. Send us a DM with your reference ID to check. -Chloe,,10100
10102,user_spot_52_381,True,Wed Nov 01 20:11:00 +0000 2017,@SpotifyCares Why was my premium subscription charged in INR instead of my local currency?,10103,
10103,SpotifyCares,False,Wed Nov 01 20:32:00 +0000 2017,"@user_spot_52_381 Hey! Please verify international transactions are enabled on your card, or try PayPal as a secondary billing method. -Carlos",,10102
10104,user_spot_53_229,True,Wed Nov 01 20:24:00 +0000 2017,@SpotifyCares Payment failed when renewing with Visa debit card. Bank says transaction was blocked by merchant.,10105,
10105,SpotifyCares,False,Wed Nov 01 20:35:00 +0000 2017,@user_spot_53_229 Hello! We'd be happy to investigate this. Send us a private DM with your registered email and we'll check your billing status: https://spoti.fi/dm -Ryan,,10104
10106,user_spot_54_805,True,Wed Nov 01 20:38:00 +0000 2017,@SpotifyCares Cancelled my subscription last week but still got billed $12.99 today. Please check invoice #INV-3304.,10107,
10107,SpotifyCares,False,Wed Nov 01 21:02:00 +0000 2017,@user_spot_54_805 Hi! Your billing currency is tied to your account country settings. DM us your account username to update your country! -Maya,,10106
10108,user_spot_55_839,True,Wed Nov 01 20:53:00 +0000 2017,@SpotifyCares Payment failed when renewing with Mastercard card. Bank says transaction was blocked by merchant.,10109,
10109,SpotifyCares,False,Wed Nov 01 21:17:00 +0000 2017,@user_spot_55_839 Hello! We'd be happy to investigate this. Send us a private DM with your registered email and we'll check your billing status: https://spoti.fi/dm -Emma,,10108
10110,user_spot_56_701,True,Wed Nov 01 21:05:00 +0000 2017,@SpotifyCares Why was my premium subscription charged in USD instead of my local currency?,10111,
10111,SpotifyCares,False,Wed Nov 01 21:09:00 +0000 2017,@user_spot_56_701 Hello! We'd be happy to investigate this. Send us a private DM with your registered email and we'll check your billing status: https://spoti.fi/dm -Carlos,,10110
10112,user_spot_57_867,True,Wed Nov 01 21:22:00 +0000 2017,@SpotifyCares Payment failed when renewing with Wells Fargo Visa card. Bank says transaction was blocked by merchant.,10113,
10113,SpotifyCares,False,Wed Nov 01 21:29:00 +0000 2017,@user_spot_57_867 Hi! Sales tax or VAT is calculated based on local jurisdiction laws. DM us your receipt and postal code to verify! -Alex,,10112
10114,user_spot_58_147,True,Wed Nov 01 21:38:00 +0000 2017,@SpotifyCares I updated my credit card details but my account is still showing payment past due and downgraded to Free.,10115,
10115,SpotifyCares,False,Wed Nov 01 21:44:00 +0000 2017,@user_spot_58_147 Hey! We'd be glad to look into this charge. Send us a DM with your account email and we'll sort out the refund: https://spoti.fi/dm -Kevin,,10114
10116,user_spot_59_939,True,Wed Nov 01 21:52:00 +0000 2017,@SpotifyCares Auto-renew was turned off on my account yet I was still charged $19.99 yesterday morning. Please reverse.,10117,
10117,SpotifyCares,False,Wed Nov 01 21:58:00 +0000 2017,@user_spot_59_939 Hey! We sent email notifications regarding updated pricing tiers in your region. DM us your username if you didn't receive it! -Ryan,,10116
10118,user_spot_60_514,True,Wed Nov 01 22:07:00 +0000 2017,"@SpotifyCares If I downgrade from Premium to Free tier mid-cycle, do I get a prorated refund credit for unused days?",10119,
10119,SpotifyCares,False,Wed Nov 01 22:28:00 +0000 2017,"@user_spot_60_514 Hello! Premium features stay active until the end of your prepaid billing period, with no further charges after that. -Carlos",,10118
10120,user_spot_61_492,True,Wed Nov 01 22:16:00 +0000 2017,@SpotifyCares Why was my premium subscription charged in GBP instead of my local currency?,10121,
10121,SpotifyCares,False,Wed Nov 01 22:33:00 +0000 2017,@user_spot_61_492 Hi! Make sure your account region matches the country where the gift card was purchased. DM us the card receipt for help! -Liam,,10120
10122,user_spot_62_602,True,Wed Nov 01 22:28:00 +0000 2017,@SpotifyCares Why is there an unexpected extra $2.80 tax charge on my annual subscription receipt?,10123,
10123,SpotifyCares,False,Wed Nov 01 22:34:00 +0000 2017,@user_spot_62_602 Hey! Send us a DM with both transaction IDs so we can cancel the redundant third-party billing and process a refund. -Alex,,10122
10124,user_spot_63_425,True,Wed Nov 01 22:51:00 +0000 2017,@SpotifyCares I was charged twice for my Spotify Family plan this month ($16.99 x 2). Can I get a refund for the duplicate transaction?,10125,
10125,SpotifyCares,False,Wed Nov 01 23:02:00 +0000 2017,@user_spot_63_425 Hi! Sales tax or VAT is calculated based on local jurisdiction laws. DM us your receipt and postal code to verify! -Zoe,,10124
10126,user_spot_64_195,True,Wed Nov 01 23:01:00 +0000 2017,@SpotifyCares Billed twice on Google Play billing and Credit Card subscriptions simultaneously for the same account.,10127,
10127,SpotifyCares,False,Wed Nov 01 23:24:00 +0000 2017,"@user_spot_64_195 Hello! Premium features stay active until the end of your prepaid billing period, with no further charges after that. -Kevin",,10126
10128,user_spot_65_478,True,Wed Nov 01 23:12:00 +0000 2017,"@SpotifyCares If I downgrade from Premium to Free tier mid-cycle, do I get a prorated refund credit for unused days?",10129,
10129,SpotifyCares,False,Wed Nov 01 23:30:00 +0000 2017,@user_spot_65_478 Hey! We sent email notifications regarding updated pricing tiers in your region. DM us your username if you didn't receive it! -Daniel,,10128
10130,user_spot_66_632,True,Wed Nov 01 23:31:00 +0000 2017,@SpotifyCares I was charged twice for my Spotify Family plan this month (€10.99 x 2). Can I get a refund for the duplicate transaction?,10131,
10131,SpotifyCares,False,Wed Nov 01 23:35:00 +0000 2017,"@user_spot_66_632 Hey! Please verify international transactions are enabled on your card, or try PayPal as a secondary billing method. -Liam",,10130
10132,user_spot_67_552,True,Wed Nov 01 23:41:00 +0000 2017,@SpotifyCares I updated my credit card details but my account is still showing payment past due and downgraded to Free.,10133,
10133,SpotifyCares,False,Wed Nov 01 23:58:00 +0000 2017,@user_spot_67_552 Hi! Your billing currency is tied to your account country settings. DM us your account username to update your country! -Maya,,10132
10134,user_spot_68_311,True,Wed Nov 01 23:56:00 +0000 2017,@SpotifyCares Why was my premium subscription charged in AUD instead of my local currency?,10135,
10135,SpotifyCares,False,Thu Nov 02 00:20:00 +0000 2017,@user_spot_68_311 Hey! We sent email notifications regarding updated pricing tiers in your region. DM us your username if you didn't receive it! -Ryan,,10134
10136,user_spot_69_528,True,Thu Nov 02 00:12:00 +0000 2017,@SpotifyCares Can I get an official PDF invoice for business accounting and corporate expense filing?,10137,
10137,SpotifyCares,False,Thu Nov 02 00:28:00 +0000 2017,@user_spot_69_528 Hi! Make sure your account region matches the country where the gift card was purchased. DM us the card receipt for help! -Liam,,10136
10138,user_spot_70_423,True,Thu Nov 02 00:22:00 +0000 2017,@SpotifyCares Why was my premium subscription charged in BRL instead of my local currency?,10139,
10139,SpotifyCares,False,Thu Nov 02 00:28:00 +0000 2017,@user_spot_70_423 Hey! We'd be glad to look into this charge. Send us a DM with your account email and we'll sort out the refund: https://spoti.fi/dm -Alex,,10138
10140,user_spot_71_601,True,Thu Nov 02 00:39:00 +0000 2017,@SpotifyCares My subscription price jumped from $12.99 to $10.99 without advance notification on my billing statement.,10141,
10141,SpotifyCares,False,Thu Nov 02 00:49:00 +0000 2017,@user_spot_71_601 Hello! Refunds typically take 3-5 business days depending on your bank. Send us a DM with your reference ID to check. -Emma,,10140
10142,user_spot_72_306,True,Thu Nov 02 00:53:00 +0000 2017,@SpotifyCares Cancelled my subscription last week but still got billed $9.99 today. Please check invoice #INV-6519.,10143,
10143,SpotifyCares,False,Thu Nov 02 01:10:00 +0000 2017,@user_spot_72_306 Hi there! You can download VAT invoices directly from your Receipts page at spotify.com/account/receipts. -Kevin,,10142
10144,user_spot_73_971,True,Thu Nov 02 01:09:00 +0000 2017,@SpotifyCares Payment failed when renewing with Visa debit card. Bank says transaction was blocked by merchant.,10145,
10145,SpotifyCares,False,Thu Nov 02 01:26:00 +0000 2017,@user_spot_73_971 Hello! We'd be happy to investigate this. Send us a private DM with your registered email and we'll check your billing status: https://spoti.fi/dm -Elena,,10144
10146,user_spot_74_619,True,Thu Nov 02 01:19:00 +0000 2017,@SpotifyCares Billed twice on Apple Pay and Credit Card subscriptions simultaneously for the same account.,10147,
10147,SpotifyCares,False,Thu Nov 02 01:40:00 +0000 2017,@user_spot_74_619 Hello! We'd be happy to investigate this. Send us a private DM with your registered email and we'll check your billing status: https://spoti.fi/dm -Carlos,,10146
10148,user_spot_75_243,True,Thu Nov 02 01:36:00 +0000 2017,@SpotifyCares Billed twice on Visa debit and revolving card subscriptions simultaneously for the same account.,10149,
10149,SpotifyCares,False,Thu Nov 02 01:43:00 +0000 2017,@user_spot_75_243 Hi there! You can download VAT invoices directly from your Receipts page at spotify.com/account/receipts. -Chloe,,10148
10150,user_spot_76_831,True,Thu Nov 02 01:48:00 +0000 2017,@SpotifyCares Payment failed when renewing with Amex card. Bank says transaction was blocked by merchant.,10151,
10151,SpotifyCares,False,Thu Nov 02 02:13:00 +0000 2017,"@user_spot_76_831 Hello! Premium features stay active until the end of your prepaid billing period, with no further charges after that. -Zoe",,10150
10152,user_spot_77_526,True,Thu Nov 02 02:08:00 +0000 2017,@SpotifyCares I requested a refund 30 days ago for an accidental renewal charge. Where is my credit refund?,10153,
10153,SpotifyCares,False,Thu Nov 02 02:22:00 +0000 2017,@user_spot_77_526 Hey! Send us a DM with both transaction IDs so we can cancel the redundant third-party billing and process a refund. -Daniel,,10152
10154,user_spot_78_457,True,Thu Nov 02 02:15:00 +0000 2017,@SpotifyCares Tried to redeem a $100 Spotify gift card code but it gives error 'Card code already used or invalid'.,10155,
10155,SpotifyCares,False,Thu Nov 02 02:25:00 +0000 2017,@user_spot_78_457 Hey! We'd be glad to look into this charge. Send us a DM with your account email and we'll sort out the refund: https://spoti.fi/dm -Sarah,,10154
10156,user_spot_79_175,True,Thu Nov 02 02:26:00 +0000 2017,@SpotifyCares Billed twice on Apple Pay and gift card subscriptions simultaneously for the same account.,10157,
